cover_url,category,category_id,title,price,provider,author,publisher,published_year,size,pages,cover_type,summary
https://cdn1.fahasa.com/media/catalog/product/a/t/atlat_1.jpg,Giáo khoa - Tham khảo,2,Atlat Địa lí Việt Nam (Theo Chương Trình Giáo Dục Phổ Thông 2018) (2024),27900,Cty Sách & VHP Quảng Lợi,Nhiều Tác Giả,Đại Học Quốc Gia Hà Nội,2024,32 x 23 x 0.8 cm,178,Bìa Mềm,"Atlat Địa lí Việt Nam, Chương Trình Giáo Dục Phổ Thông 2018, bản đồ, sách giáo khoa, NXB Giáo dục Việt Nam, địa lý, kinh tế - xã hội, giáo viên, học sinh, thi tốt nghiệp THPT, Bộ Giáo dục và Đào tạo, địa khoáng sản, khí hậu, sông, đất, thực vật, động vật, dân số, dân tộc, kinh tế, nông nghiệp, lâm nông, thuỷ sản, công nghiệp, giao thông, thương mại, du lịch, vùng trung du, miền núi, vùng đồng bằng, vùng duyên hải, vùng tây nguyên, vùng đông nam bộ, vùng đồng bằng sông cửu long, hướng dẫn sử dụng Atlat Địa lý Việt Nam, ôn tập, thi ĐH, CĐ, thi học sinh giỏi quốc gia."
https://cdn1.fahasa.com/media/catalog/product/a/r/arya-ban-ben-thinh-thoang-lai-treu-gheo-toi-bang-tieng-nga_tap-6_ban-boxset.jpg,Văn học,3,Arya Bàn Bên Thỉnh Thoảng Lại Trêu Ghẹo Tôi Bằng Tiếng Nga - Tập 6 - Bản Boxset - Tặng Kèm Boxset + Standee PVC + Standee Bế Hình Có Chân Đế,117450,Nhà Xuất Bản Kim Đồng,"Sunsunsun, Momoco",Kim Đồng,2024,19 x 13 x 2 cm,404,Bộ Hộp,"Arya, Hội học sinh, Học viện Seirei, lễ hội trường, Shuurei, tình yêu, cosplay, biểu diễn ban nhạc, âm mưu, Masachika, truyện thanh xuân lãng mạn, hài hước, nữ sinh trung học, gốc Nga, tiếng Nga, ""И наменятоже обрати внимание""."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Tâm lý - Kỹ năng sống,5,Tư Duy Nhanh Và Chậm (Tái Bản 2021),215200,Alpha Books,Daniel Kahneman,NXB Thế Giới,2021,24 x 16 cm,612,Bìa Mềm,"Tư duy nhanh và chậm, Thinking fast and slow, tính hợp lý, phi lý, quyết định, cảm tình chủ quan, Daniel Kahneman, Nobel Kinh tế, hành vi con người, hệ thống tư duy, hệ thống 1, hệ thống 2, cơ chế nghĩ nhanh, cơ chế nghĩ chậm, logic, ý thức, thí nghiệm tâm lý, sai lầm, nhận thức, tâm lý học hành vi, Amos Tversky."
https://cdn1.fahasa.com/media/catalog/product/8/9/8936066698344.jpg,Khoa học kỹ thuật,9,AI Toàn Năng: Chinh Phục Thời Đại Số,130130,1980 Books,"Dịch Dương, Phan Trách Bân, Lý Thế Minh",Dân Trí,2024,20.5 x 13 x 1.3 cm,263,Bìa Mềm,"Chat GPT, trí tuệ nhân tạo, AI, công cụ AI, thực tế, học tập, sử dụng, ứng dụng, lĩnh vực, cuốn sách, kiến thức, nhận thức, nguyên tắc, thao tác, chạy đua, làm chủ, cộng sinh, Midjourney AI, tạo âm thanh, sản xuất video, digital human, hiệu quả học tập, hiệu suất làm việc, báo cáo, tóm tắt, viết nội dung, sơ yếu lý lịch, phỏng vấn, xu hướng."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Thiếu nhi,1,Kỹ Năng Sống Đầu Đời Cho Bé - Quy Tắc Ứng Xử Trên Bàn Ăn,18750,Đinh Tị,"Thẩm Viên, Khương Tĩnh Á",NXB Thanh Niên,2021,22.5 x 20.5 x 0.3 cm,24,Bìa Mềm,"Kỹ năng sống, bé, ứng xử, tình huống, cuộc sống, giao tiếp, bảo vệ bản thân, quy tắc ứng xử, nơi công cộng, hằng ngày, trên bàn ăn."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_208345.jpg,Tâm lý - Kỹ năng sống,5,How Psychology Works - Hiểu Hết Về Tâm Lý Học,246000,Nhã Nam,Jo Hemmings,Thế Giới,2022,23 x 19.5 x 3 cm,255,Bìa Cứng,"Ám sợ, rối loạn tâm lý, trầm cảm, tâm lý học, học thuyết, trường phái, hành vi, suy nghĩ, cảm xúc, trị liệu, tâm trí con người."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Tâm lý - Kỹ năng sống,5,"Làm Ra Làm, Chơi Ra Chơi (Tái Bản 2021)",127200,Alpha Books,Cal Newport,Công Thương,2023,20.5 x 13 x 1.6 cm,351,Bìa Mềm,"Làm việc sâu, deep work, tập trung, không bị sao lãng, rèn luyện não bộ, chuyển đổi thói quen, từ bỏ truyền thông xã hội, tăng năng suất, hiệu quả công việc."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Sách học ngoại ngữ,6,Nuance - 50 Sắc Thái Của Từ,127200,Alpha Books,"Kenvin Kang, Hanna Byun",Thế Giới,2023,22 x 16 x 1.3 cm,264,Bìa Mềm,"Nuance, 50 sắc thái của từ, tiếng Anh, trình độ trung-cao cấp, sắc thái từ, từ đồng nghĩa, nhóm nghĩa, trang trọng, không trang trọng, kỹ năng nghe-nói, hội thoại, văn bản, người bản ngữ."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_235121.jpg,Nuôi Dạy Con,10,Lần Đầu Làm Mẹ,208000,Thái Hà,Masato Takeuchi,NXB Lao Động,2021,23 x 18 x 2 cm,340,Bìa Mềm,"Lần Đầu Làm Mẹ, mang thai, kiến thức sinh nở, thai nhi, sản phụ khoa, quy luật sinh nở tự nhiên, chăm sóc trẻ sơ sinh, vệ sinh, sức mạnh làm mẹ, trưởng thành, bản thân, sức sống, hạnh phúc."
https://cdn1.fahasa.com/media/catalog/product/8/7/8794069304026.jpg,Sách học ngoại ngữ,6,Động Từ Bất Quy Tắc Và Ngữ Pháp Tiếng Anh Căn Bản (Tái Bản 2022),12600,ZenBooks,Mai Lan Hương,Đà Nẵng,2022,20 x 14 x 0.3 cm,39,Bìa Mềm,"Động Từ Bất Quy Tắc, Ngữ Pháp Tiếng Anh Căn Bản, tiếng Anh, ngôn ngữ, học tập, tài liệu, động từ bất quy tắc, dạng hiện tại, quá khứ, quá khứ phân từ, hiện tại phân từ, kiến thức Anh văn cơ bản, thể câu."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Lịch Sử - Địa Lý - Tôn Giáo,8,Sapiens Lược Sử Loài Người,239200,Alpha Books,Yuval Noah Harari,Tri Thức,2022,24 x 16 x 2.5 cm,566,Bìa Mềm,"Sapiens, lịch sử, văn minh, nhân loại, xã hội, kinh tế, Yuval Noah Harari, Bill Gates, Jared Diamond, Pulitzer, Súng, vi trùng và thép."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935235241848.jpg,Văn học,3,Tottochan Bên Cửa Sổ (Tái Bản 2024),98400,Nhã Nam,Kuroyanagi Tetsuko,Văn Học,2024,20.5 x 14 x 1.8 cm,360,Bìa Mềm,"Tottochan, giáo dục, tuổi thơ, tự do, yêu thương, thấu hiểu, tiềm năng, nuôi dạy trẻ, chiến tranh, nền giáo dục, Kuroyanagi Tetsuko, Trương Thùy Lan, Tomoe, Kobayashi, ""Tottochan bên cửa sổ"", giáo dục lý tưởng, phát triển cá nhân, lòng bao dung, tình bạn, mất mát, kinh điển Nhật Bản."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_220008.jpg,Tâm lý - Kỹ năng sống,5,Tâm Lý Học Về Tiền,145530,1980 Books,Morgan Housel,NXB Dân Trí,2022,20.5 x 13 x 1.7 cm,382,Bìa Mềm,"Tiền bạc, rủi ro, sự tự tin, hạnh phúc, quản lý tài chính, kỹ năng mềm, hành xử, trí thông minh, tâm lý học về tiền, quản lý cảm xúc, thành công tài chính."
https://cdn1.fahasa.com/media/catalog/product/8/9/8936067605211.jpg,Nuôi Dạy Con,10,Phương Pháp Giáo Dục Con Của Người Do Thái - Giúp Trẻ Tự Tin Bước Vào Cuộc Sống,55250,Minh Long,Hà Minh,NXB Phụ Nữ Việt Nam,2022,20.5 x 15 x 1.1 cm,244,Bìa Mềm,"Phương Pháp Giáo Dục Con Của Người Do Thái, trí tuệ, kiến thức, tự học, ngoại ngữ, tự lập, kĩ năng sinh tồn, độc lập, kỹ năng sống, quản lí tài chính, giá trị đồng tiền, đầu tư, giáo dục trẻ, phát triển trẻ, tương lai thành công."
https://cdn1.fahasa.com/media/catalog/product/z/5/z5767334826845_2e61b754a821ac7fd232d2553b051dd2.jpg,Văn học,3,Không Gia Đình - Bìa Cứng (Tái Bản 2024),169850,Huy Hoang Bookstore,Hector Malot,Văn Học,2024,24 x 16 x 3.2 cm,616,Bìa Cứng,"Không Gia Đình, Hector Malot, Hà Mai Anh, Rémi, gia đình, tình thân, lòng nhân ái, nghị lực sống, hy vọng, tình bạn, yêu thương, vượt qua khó khăn, trưởng thành, giá trị của sự kết nối, văn học thiếu nhi, kinh điển, bản dịch xuất sắc."
https://cdn1.fahasa.com/media/catalog/product/b/i/bia1_thuong_1.jpg,Văn học,3,Thương,60000,Skybooks,Nhiều Tác Giả,NXB Phụ Nữ Việt Nam,2021,17 x 10 cm x 0.9,168,Bìa Mềm,"Tập thơ Thương, Group Thìa Đầy Thơ, tình yêu, tuổi trẻ, cuộc đời, cảm xúc, lãng mạn, thơ phóng khoáng, trẻ trung, gia đình, hạnh phúc, nhớ thương, chờ đợi, giận hờn, lo sợ, tổn thương, tự chữa lành, mơ mộng, quan hệ bạn bè, xã hội, vẻ đẹp tình yêu, phương thức diễn đạt, đa dạng, thể loại, chất lượng nội dung, linh hoạt, nghệ thuật, tiếng Việt, ủi an, thương đau, thương yêu, trái tim, giông bão cuộc đời, niên thiếu."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786040350626.jpg,Giáo khoa - Tham khảo,2,Sách Giáo Khoa Lớp 11 - Kết Nối - Chương Trình Chuẩn (Bài Học + Bài Tập),16000,Nhà xuất bản Giáo Dục,Nhiều Tác Giả,Giáo Dục Việt Nam,2023,26.5 x 19 x 0.5 cm,116,Bìa Mềm,"Vật Lí 11, Kết Nối Tri Thức, kiến thức, thực tế, khoa học hiện đại, văn hóa, thực tiễn, Việt Nam, đời sống cá nhân, đời sống xã hội, đời sống tinh thần, đời sống vật chất."
https://cdn1.fahasa.com/media/catalog/product/u/n/untitledthaotungtamly.jpg,Tâm lý - Kỹ năng sống,5,Thuật Thao Túng - Góc Tối Ẩn Sau Mỗi Câu Nói,107030,AZ Việt Nam,Wladislaw Jachtchenko,Thế Giới,2022,20 x 14.5 cm,344,Bìa Mềm,"Thuật Thao Túng, thao túng tâm lý, nghệ thuật làm chủ cảm xúc, điều chỉnh tâm lý, kỹ năng giao tiếp, đạo đức con người, thủ thuật tâm lý, tiềm thức, cạm bẫy, nghệ nhân thao túng, giao tiếp phù hợp, Argumentorik, Wladislaw Jachtchenko."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_236145.jpg,Giáo khoa - Tham khảo,2,Bé Chuẩn Bị Vào Lớp 1 - Vở Tập Viết Chữ Cái Viết Thường,9840,Cty TNHH TM&DV VH GD Phía Nam,"Chính An, Nhóm Giáo Viên ĐH Sư Phạm",NXB Thanh Hóa,2021,24 x 17 x 0.4 cm,31,Bìa Mềm,"Bộ Sách Bé Chuẩn Bị Vào Lớp 1, nét cơ bản, chữ số, chữ viết hoa, viết thường, kiến thức cơ bản, lớp 1, phụ huynh, kế hoạch khoa học."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935095632008.jpg,Lịch Sử - Địa Lý - Tôn Giáo,8,Các Triều Đại Việt Nam,94800,Huy Hoang Bookstore,"Quỳnh Cư, Đỗ Đức Hùng",NXB Thanh Niên,2021,20.5 x 13.5 x 2 cm,417,Bìa Mềm,"Lịch sử Việt Nam, dân tộc Việt Nam, dựng nước, giữ nước, các Triều Đại Việt Nam, quá trình phát triển, các ông vua, các bà chúa, vua Hùng, Bảo Đại, cẩm nang lịch sử, tự hào, tự tôn, độc lập, tự chủ, tự lực, tự cường, truyền thống văn hiến, ý chí thống nhất."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786044834528-2_1.jpg,Khoa học kỹ thuật,9,Tăng Cường Tin Học Quốc Tế - IC3 GS6 Spark Level 1 - Dành Cho Lớp 3 (Tái Bản 2024),64800,Bộ Phận SX-XB Cty Fahasa,IIG Viet Nam,Tổng Hợp Thành Phố Hồ Chí Minh,2024,27.5 x 20.5 x 0.4 cm,70,Bìa Mềm,"Tin học Quốc tế, IC3 GS6 Spark - Level 1, Lớp 3, chương trình Tin học Quốc gia, chứng chỉ quốc tế, giáo trình Tin học, IIG Vietnam, Bộ Giáo dục & Đào tạo."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935236431279.jpg,Khoa học kỹ thuật,9,Liệu Pháp Chữa Bệnh Toàn Thân - Khu Phản Xạ,110700,Nhà Sách Minh Thắng,"Cao Ngọc Vĩ , Quách Tu Bình , Trần Cốc Siêu",Hồng Đức,2023,35 x 25 x 0.4 cm,76,Bìa Mềm,"Liệu pháp chữa bệnh, Toàn thân, Khu phản xạ, Mát xa, Định vị, Chủ trị, Ưu điểm, Ứng dụng thực dụng, Bệnh chứng thường gặp."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Thiếu nhi,1,100++ Kỹ Năng Tự Bảo Vệ Bản Thân Cho Trẻ - Ứng Phó Với Nguy Hiểm,81750,Đinh Tị,Tiểu Mạch Đông Thái,NXB Hà Nội,2022,20.5 x 14 x 0.5 cm,220,Bìa Mềm,"Kỹ năng tự bảo vệ, an toàn cho trẻ, giáo dục, ứng phó với nguy hiểm, cảnh giác, phân biệt tốt xấu, tiềm thức, trưởng thành."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Sách học ngoại ngữ,6,4000 Từ Vựng Và Mẫu Câu Tiếng Anh Thiết Yếu Cho Trẻ Em,162500,Đinh Tị,Ban Biên tập MIS,NXB Hà Nội,2021,26.5 x 20.5 cm,356,Bìa Mềm,"thế giới tri thức, phát triển kỹ năng, từ vựng, mẫu câu, tiếng Anh, học tập, trẻ em, từ điển, chủ đề, phiên âm, tranh minh họa, IQ, EQ."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_195509_1_41914.jpg,Kinh Tế,7,Người Giàu Có Nhất Thành Babylon,78400,FIRST NEWS,George S Clason,NXB Tổng Hợp TPHCM,2020,20.5 x 13 x 1 cm,214,Bìa Mềm,"Người giàu có nhất thành Babylon, tài chính, tiền bạc, quy luật trọng trường, bí quyết, kinh doanh, doanh nhân, vương quốc Babylon, tiết kiệm, tạo dựng của cải, truyện ngụ ngôn, giáo dục, lợi ích, động lực làm việc, thế giới kinh doanh, kế sách, phương pháp làm giàu, giá trị đồng tiền, nguyên lý tài chính, George Samuel Clason, Anthony Robbins."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_244718_1_5473.jpg,Văn học,3,Một Thoáng Ta Rực Rỡ Ở Nhân Gian,110700,Nhã Nam,Ocean Vuong,Hội Nhà Văn,2021,20.5 x 14 x 1.5 cm,304,Bìa Mềm,"Ocean Vuong, Một thoáng ta rực rỡ ở nhân gian, lá thư chưa từng gửi, ký ức chưa từng yên, di cư, mất mát, tìm kiếm bản thân, văn hóa nhập cư, tình yêu đồng tính, giải thưởng Mark Twain Prize, The New York Times, National Book Award, American Book Award."
https://cdn1.fahasa.com/media/catalog/product/t/d/tdcsvnsh.jpg,Tâm lý - Kỹ năng sống,5,Thay Đổi Cuộc Sống Với Nhân Số Học,190960,FIRST NEWS,Lê Đỗ Quỳnh Hương,NXB Tổng Hợp TPHCM,2020,20.5 x 14.5 cm,416,Bìa Mềm,"Nhân số học, Thay đổi cuộc sống, Pythagoras, Lê Đỗ Quỳnh Hương, David A. Phillips, The Complete Book of Numerology, Khám phá Bản thân, Tính cách, Vận mệnh, Đường đời, Số chủ đạo, Biểu đồ ngày sinh, Chu kỳ 9 năm, Sứ mệnh, Thiền định, Tích cực, Hạnh phúc, An lạc."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786044864136.jpg,Giáo khoa - Tham khảo,2,Sách Giáo Khoa Lớp 9 - Cánh Diều - Chương Trình Chuẩn (Bài Học + Bài Tập),31000,CÔNG TY CỔ PHẦN ĐẦU TƯ XUẤT BẢN - THIẾT BỊ GIÁO DỤC VIỆT NAM - CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH,Đỗ Đức Thái,Đại Học Sư Phạm,2024,24 x 17 x 0.8 cm,143,Bìa Mềm,"Cánh diều, lớp 9, học sinh, giáo viên, phụ huynh, dạy học, tự học, bài tập, năng lực học tập, môn học, kiến thức toàn diện."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_188995_1_1.jpg,Kinh Tế,7,Bí Mật Tư Duy Triệu Phú (Tái Bản 2021),86400,FIRST NEWS,T Harv Eker,NXB Tổng Hợp TPHCM,2021,20.5 x 14.5 cm,287,Bìa Mềm,"Bí mật tư duy triệu phú, T. Harv Eker, thành công, giàu có, quản lý tài chính, tư duy triệu phú, triệu phú, kinh doanh, đầu tư, quản lý tiền bạc, thay đổi tư duy, phát triển bản thân, kế hoạch tài chính, tâm thức, cảm xúc, tiền bạc, thành công tài chính."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Thiếu nhi,1,Bách Khoa Tri Thức Về Khám Phá Thế Giới Cho Trẻ Em - Thiên Văn Học,33750,Đinh Tị,Rachel Firth,NXB Thế Giới,2018,18.6 x 23.5 cm,52,Bìa Mềm,"Bách Khoa Tri Thức, khám phá thế giới, vũ trụ, trái đất, động vật, thực vật, khoa học kỹ thuật, xã hội cuộc sống, minh họa, ngôn ngữ đơn giản, trí tưởng tượng, trang web, trò chơi, hoạt động thú vị, tin tức mới nhất."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786040419286.jpg,Giáo khoa - Tham khảo,2,Atlat Địa Lí Việt Nam (Theo Chương Trình Giáo Dục Phổ Thông 2018),34000,Nhà xuất bản Giáo Dục,"Lê Huỳnh, Nguyễn Quý Thao",Giáo Dục Việt Nam,2024,32 x 22 x 0.5 cm,38,Bìa Mềm,"Atlat Địa Lí Việt Nam, bản đồ, phương tiện giảng dạy, học tập điạ lý, nhà trường phổ thông, kinh tế - xã hội, Nhà xuất bản thống kê, Tổng cục thống kê, phương pháp sử dụng bản đồ giáo khoa."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786040392299.jpg,Giáo khoa - Tham khảo,2,Sách Giáo Khoa Lớp 9 - Kết Nối - Chương Trình Chuẩn (Bài Học + Bài Tập),7000,Nhà xuất bản Giáo Dục,Nhiều Tác Giả,Giáo Dục Việt Nam,2024,26.5 x 19 x 0.2 cm,44,Bìa Mềm,"Công Nghệ 9, Trải Nghiệm Nghề Nghiệp, Mô Đun Lắp Đặt Mạng Điện Trong Nhà, Chương trình giáo dục phổ thông 2018, thiết bị đóng cắt, thiết kế mạng điện, lắp đặt mạng điện, kiểm tra an toàn, tính toán vật liệu, chi phí, cảm biến tự động, dự án cụ thể, phương pháp dạy học tích cực, phát triển phẩm chất và năng lực."
https://cdn1.fahasa.com/media/catalog/product/n/g/nghigiaulamgiau_110k-01_bia-1.jpg,Kinh Tế,7,Nghĩ Giàu & Làm Giàu (Tái Bản 2020),88000,FIRST NEWS,Napoleon Hill,NXB Tổng Hợp TPHCM,2020,20.5 x 14.5 cm,400,Bìa Mềm,"Think and Grow Rich, Nghĩ giàu và làm giàu, Napoleon Hill, thành công, triệu phú, bí quyết, triết lý, phát triển cá nhân, kinh doanh, quản lý, lãnh đạo, mục tiêu, cảm hứng, chiến lược, chiến thắng."
https://cdn1.fahasa.com/media/catalog/product/b/_/b_a-1_c_ng-b_nh-t_nh-c_ng-h_nh-ph_c600.jpg,Tâm lý - Kỹ năng sống,5,Càng Bình Tĩnh Càng Hạnh Phúc,107030,AZ Việt Nam,Vãn Tình,Thế Giới,2022,20 x 14.5 x 1.7,352,Bìa Mềm,"Càng Bình Tĩnh Càng Hạnh Phúc, Vãn Tình, Bloom Books, hạnh phúc, bình tĩnh, tình yêu, hôn nhân, gia đình, sự nghiệp, trưởng thành, độc lập, tự tin, bản ngã, cuộc đời, Bận rộn là liều thuốc trị mọi chứng bệnh tâm lý, chân tình, yêu thương bản thân, cuộc đời này, dệt hoa trên gấm, biến bản thân thành gấm, tình yêu chân thành, quyền lực, tiền bạc, phụ nữ, đàn ông, khẳng định bản thân, nắm bắt cuộc sống, nhà biên kịch, tác giả, sách cảm hứng sống, phái nữ, nữ hoàng, Bạn đắt giá bao nhiêu?, Bán chạy nhất, Tiki.vn, làn sóng mạnh mẽ, cổ vũ tinh thần, thay đổi quan điểm hạnh phúc."
https://cdn1.fahasa.com/media/catalog/product/9/7/9786040392770.jpg,Giáo khoa - Tham khảo,2,Sách Giáo Khoa Lớp 12 - Kết Nối - Chương Trình Chuẩn (Bài Học + Bài Tập),18000,Nhà xuất bản Giáo Dục,Nhiều Tác Giả,Giáo Dục Việt Nam,2024,26.5 x 19 x 0.7 cm,140,Bìa Mềm,"Ngữ Văn 12, Tập 2, Kết Nối, Chuẩn, phát triển phẩm chất, năng lực học sinh, kiến thức, thực tế đời sống, giải quyết vấn đề."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935210301758.jpg,Tâm lý - Kỹ năng sống,5,"Suy Nghĩ Ngược - Cuốn Sách Cải Thiện Suy Nghĩ Giúp Bạn Sống Chủ Động, Tích Cực Và Thành Công",35000,Tân Việt,Shiratori Haruhiko,Mỹ Thuật,2022,19 x 13 cm,178,Bìa Mềm,"Suy Nghĩ Ngược, cải thiện suy nghĩ, sống chủ động, tích cực, thành công, làm mới bản thân, từ bỏ cuộc sống, góc nhìn, quan điểm, giá trị cuộc sống."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_244718_1_5088.jpg,Văn học,3,Nhật Ký Trong Tù (Tái Bản),37920,Huy Hoang Bookstore,Hồ Chí Minh,NXB Văn Học,2021,20.5 x 13.5 cm,175,Bìa Mềm,"Chủ tịch Hồ Chí Minh, Nhật Ký Trong Tù, cách mạng, giải phóng dân tộc, văn hoá thế giới, giai cấp công nhân, dân tộc Việt Nam, Tưởng Giới Thạch, Quốc dân Đảng, cộng sản chủ nghĩa, văn kiện lịch sử, tác phẩm văn học."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935235236219.jpg,Nuôi Dạy Con,10,Tận Hưởng Hành Trình Nuôi Con Sữa Mẹ,108240,Nhã Nam,"BS Lê Ngọc Anh Thy, Linh Phan",Thế Giới,2022,20.5 x 14 x 1.5 cm,287,Bìa Mềm,"Sữa mẹ, nuôi con bằng sữa mẹ, bác sĩ Anh Thy, IBCLC, tư vấn sữa mẹ, dinh dưỡng, chăm sóc trẻ sơ sinh, tâm lý học, phát triển trẻ em, nuôi con."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_216920.jpg,Lịch Sử - Địa Lý - Tôn Giáo,8,Những Tù Nhân Của Địa Lý,172200,Nhã Nam,Tim Marshall,NXB Hội Nhà Văn,2020,20.5 x 14 cm,432,Bìa Mềm,"Địa lý, chính trị, vũ trụ, nhân loại, cạnh tranh, tài nguyên, nghi ngờ, giới hạn, địa lý chính trị, Tim Marshall, Prisoners of Geography, địa chính trị, toàn cầu, nhân tố địa lý, lịch sử, tương lai, nhà tù địa lý, tù nhân của địa lý."
https://cdn1.fahasa.com/media/wysiwyg/HONG_KD/FRAME_NCC_2024/FrameNCC_T05_1080x1080.png,Thiếu nhi,1,Kỹ Năng Sống Đầu Đời Cho Bé - Kỹ Năng Giao Tiếp Ngoài Xã Hội,18750,Đinh Tị,"Thẩm Viên, Khương Tĩnh Á",NXB Thanh Niên,2021,22.5 x 20.5 x 0.3 cm,24,Bìa Mềm,"Kỹ năng sống, bé, ứng xử, tình huống, cuộc sống, giao tiếp, bảo vệ bản thân, quy tắc ứng xử, nơi công cộng, hằng ngày, trên bàn ăn."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935235236912.jpg,Văn học,3,Vùng Đất Quỷ Tha Ma Bắt,137760,Nhã Nam,Kevin Chen,Hà Nội,2023,20.5 x 14 x 2 cm,413,Bìa Mềm,"Vùng Đất Quỷ Tha Ma Bắt, quê hương, vùng đất nhỏ, Đài Loan, Trần Thiên Hoành, Kevin Chen, hiện thực huyền ảo, hài kịch đen, bí ẩn giật gân, danh tính bản thân, giải Kim Đỉnh, giải Kim Điền, Viện Văn học quốc gia, Bộ Văn hóa."
https://cdn1.fahasa.com/media/catalog/product/i/m/image_244718_1_5283.jpg,Tâm lý - Kỹ năng sống,5,Nghệ Thuật Tinh Tế Của Việc Đếch Quan Tâm (Tái Bản 2021),101120,Huy Hoang Bookstore,Mark Manson,NXB Văn Học,2021,20.5 x 13 cm,284,Bìa Mềm,"Suy nghĩ tích cực, hạnh phúc, quan tâm, ""đếch"" quan tâm, Mark Manson, vượt qua khó khăn, chấp nhận đau khổ, phát triển bản thân, thất bại, tầm quan trọng của việc nói ""không"", tiến về phía trước."
https://cdn1.fahasa.com/media/catalog/product/8/9/8935235240292.jpg,Văn học,3,Trăm Năm Cô Đơn (Tái Bản 2023),163180,Nhã Nam,Gabriel Garcia Márquez,Văn Học,2023,24 x 15.5 x 2.4cm,492,Bìa Mềm,"Trăm Năm Cô Đơn, Gabriel Garcia Marquez, chủ nghĩa hiện thực huyền ảo, Macondo, dòng họ Buendía, bi kịch, tình yêu, số phận, định mệnh, lịch sử, xã hội Mỹ Latinh, quyền lực, chiến tranh, cô đơn, tồn tại, vòng lặp, triết lý nhân sinh."
https://cdn1.fahasa.com/media/catalog/product/8/9/8936066697088.jpg,Tâm lý - Kỹ năng sống,5,Lý Thuyết Trò Chơi,137830,1980 Books,Trần Phách Hàm,Dân Trí,2023,20.5 x 13 x 1.6 cm,320,Bìa Mềm,"Lý thuyết trò chơi, tâm lý học, tẩy não, thao túng, thống trị, đấu trí, nghệ thuật tâm lý học, đọc thấu tâm lý, chiếm thế chủ động, trò chơi tâm lý, chiến thắng, thất bại, xã hội, kỳ thủ, cờ, suy đoán, tính kế."
https://cdn1.fahasa.com/media/catalog/product/9/8/98bde27a91ea4bb412fb.jpg,Văn học,3,Mẹ Làm Gì Có Ước Mơ,68530,AZ Việt Nam,Hạ Mer,Văn Học,2023,20.5 x 13 cm x 1.5,208,Bìa Mềm,"Ước mơ, mẹ, bố, gia đình, yêu thương, hy sinh, trân quý, cuộc đời, con chữ, bữa no, nụ cười, gánh nặng, cơm áo gạo tiền, học phí, thực hiện ước mơ, trở về nhà, gọi điện, Hạ Mer, ""Mẹ làm gì có ước mơ""."
